date,week,month,quarter,region,country,channel,category,subcategory,sku,promo_flag,units_sold,net_sales,discount_rate,marketing_spend,inventory_level,forecast_demand,supply_lead_time_days,fulfillment_rate,backorder_rate,campaign_name,marketing_roi
2024-03-02,9,3,Q1,Europe,Germany,Online,Footwear,Running,FOO-RUN-0061,None,75,6412.50,0.05,316.63,83,85,9,0.96,0.00,Trail Master,19.25
2024-03-02,9,3,Q1,Europe,UK,Retail,Accessories,Backpacks,ACC-BAC-0061,Clearance,166,4957.45,0.34,1025.72,105,206,19,0.93,0.37,Style Up,3.83
2024-03-02,9,3,Q1,APAC,Japan,Outlet,Apparel,Hoodies,APP-HOO-0061,None,28,931.00,0.05,1388.22,84,33,5,0.95,0.00,Spring Refresh,-0.33
2024-03-02,9,3,Q1,APAC,Australia,Retail,Footwear,Sneakers,FOO-SNE-0061,None,152,12996.00,0.05,710.63,81,157,7,0.95,0.47,City Walks,17.29
2024-03-02,9,3,Q1,APAC,Australia,Online,Accessories,Backpacks,ACC-BAC-0061,None,124,5301.00,0.05,665.36,74,129,5,0.91,0.40,Travel Light,6.97
2024-03-02,9,3,Q1,LATAM,Chile,Marketplace,Apparel,T-Shirts,APP-TSH-0061,None,28,931.00,0.05,1185.95,70,33,16,0.92,0.00,Back-to-School,-0.21
2024-03-02,9,3,Q1,LATAM,Brazil,Outlet,Footwear,Sandals,FOO-SAN-0061,BOGO,76,4480.00,0.35,1457.49,56,81,11,0.90,0.26,City Walks,2.07
2024-03-02,9,3,Q1,LATAM,Chile,Online,Accessories,Backpacks,ACC-BAC-0061,Flash,131,4577.45,0.22,917.32,73,148,10,0.91,0.44,Everyday Essentials,3.99
2024-03-03,9,3,Q1,North America,USA,Online,Apparel,Jackets,APP-JAC-0062,None,86,2859.50,0.05,1147.57,79,91,5,0.99,0.08,Back-to-School,1.49
2024-03-03,9,3,Q1,North America,Canada,Outlet,Footwear,Sandals,FOO-SAN-0062,Clearance,24,1437.54,0.33,1033.26,28,29,15,0.94,0.00,Trail Master,0.39
2024-03-03,9,3,Q1,North America,Canada,Online,Accessories,Backpacks,ACC-BAC-0062,Clearance,99,3606.91,0.19,1186.73,54,119,6,0.93,0.46,Travel Light,2.04
2024-03-03,9,3,Q1,Europe,Spain,Marketplace,Apparel,Jackets,APP-JAC-0062,None,44,1463.00,0.05,635.12,80,53,5,0.99,0.00,Spring Refresh,1.30
2024-03-03,9,3,Q1,Europe,France,Marketplace,Footwear,Sandals,FOO-SAN-0062,Loyalty,54,4174.15,0.14,604.05,32,60,5,0.94,0.41,Run Faster,5.91
2024-03-03,9,3,Q1,Europe,France,Outlet,Accessories,Watches,ACC-WAT-0062,BOGO,39,1371.72,0.22,1446.44,79,46,15,0.95,0.00,Everyday Essentials,-0.05
2024-03-03,9,3,Q1,APAC,Australia,Marketplace,Apparel,T-Shirts,APP-TSH-0062,BOGO,112,3405.67,0.13,1466.88,68,136,15,0.98,0.39,Back-to-School,1.32
2024-03-03,9,3,Q1,APAC,Australia,Retail,Footwear,Sneakers,FOO-SNE-0062,None,27,2308.50,0.05,591.91,29,32,8,0.96,0.00,City Walks,2.90
2024-03-03,9,3,Q1,APAC,Australia,Outlet,Accessories,Caps,ACC-CAP-0062,BOGO,38,1275.10,0.25,734.44,77,45,5,0.94,0.00,Travel Light,0.74
2024-03-03,9,3,Q1,LATAM,Chile,Online,Apparel,Hoodies,APP-HOO-0062,None,120,3990.00,0.05,233.76,66,129,11,0.91,0.45,Spring Refresh,16.07
2024-03-03,9,3,Q1,LATAM,Brazil,Online,Footwear,Sandals,FOO-SAN-0062,None,93,7951.50,0.05,363.78,49,100,18,0.94,0.47,City Walks,20.86
2024-03-03,9,3,Q1,LATAM,Brazil,Retail,Accessories,Backpacks,ACC-BAC-0062,None,27,1154.25,0.05,365.98,57,32,16,0.93,0.00,Style Up,2.15
2024-03-04,10,3,Q1,North America,Canada,Retail,Apparel,T-Shirts,APP-TSH-0063,None,57,1895.25,0.05,679.48,62,62,9,0.91,0.00,Back-to-School,1.79
2024-03-04,10,3,Q1,North America,USA,Online,Footwear,Sandals,FOO-SAN-0063,None,45,3847.50,0.05,1032.72,29,50,15,0.92,0.36,Trail Master,2.73
2024-03-04,10,3,Q1,North America,Canada,Marketplace,Accessories,Watches,ACC-WAT-0063,None,94,4018.50,0.05,935.93,44,99,18,0.93,0.53,Everyday Essentials,3.29
2024-03-04,10,3,Q1,Europe,Germany,Online,Apparel,Hoodies,APP-HOO-0063,None,101,3358.25,0.05,489.93,64,106,11,0.92,0.37,Back-to-School,5.86
2024-03-04,10,3,Q1,Europe,France,Marketplace,Footwear,Running,FOO-RUN-0063,None,20,1710.00,0.05,671.66,26,25,8,0.91,0.00,Trail Master,1.55
2024-03-04,10,3,Q1,Europe,Germany,Outlet,Accessories,Caps,ACC-CAP-0063,None,45,1923.75,0.05,457.17,81,50,13,0.96,0.00,Travel Light,3.21
2024-03-04,10,3,Q1,APAC,India,Retail,Apparel,Jackets,APP-JAC-0063,None,42,1396.50,0.05,1295.75,30,51,9,0.93,0.29,Spring Refresh,0.08
2024-03-04,10,3,Q1,APAC,Singapore,Retail,Footwear,Running,FOO-RUN-0063,None,67,5728.50,0.05,1252.33,88,75,18,0.98,0.00,Run Faster,3.57
2024-03-04,10,3,Q1,APAC,Singapore,Retail,Accessories,Caps,ACC-CAP-0063,Flash,52,1993.87,0.15,691.65,63,57,18,0.99,0.00,Everyday Essentials,1.88
2024-03-04,10,3,Q1,LATAM,Mexico,Retail,Apparel,T-Shirts,APP-TSH-0063,Flash,46,1317.11,0.18,269.24,83,54,9,0.98,0.00,Back-to-School,3.89
2024-03-04,10,3,Q1,LATAM,Mexico,Retail,Footwear,Running,FOO-RUN-0063,Clearance,124,8328.47,0.25,417.66,81,129,16,0.94,0.35,Trail Master,18.94
2024-03-04,10,3,Q1,LATAM,Chile,Outlet,Accessories,Caps,ACC-CAP-0063,Clearance,129,4523.12,0.22,1442.48,65,137,17,0.96,0.50,Style Up,2.14
2024-03-05,10,3,Q1,North America,USA,Online,Apparel,Jackets,APP-JAC-0064,None,77,2560.25,0.05,1322.12,44,82,18,0.98,0.43,Back-to-School,0.94
2024-03-05,10,3,Q1,North America,USA,Outlet,Footwear,Sneakers,FOO-SNE-0064,None,37,3163.50,0.05,1177.11,58,42,16,0.92,0.00,Run Faster,1.69
2024-03-05,10,3,Q1,North America,Canada,Outlet,Accessories,Backpacks,ACC-BAC-0064,None,75,3206.25,0.05,731.64,53,88,13,0.93,0.29,Everyday Essentials,3.38
2024-03-05,10,3,Q1,Europe,Germany,Retail,Apparel,Hoodies,APP-HOO-0064,None,65,2161.25,0.05,1371.92,57,70,7,0.97,0.12,Spring Refresh,0.57
2024-03-05,10,3,Q1,Europe,Germany,Online,Footwear,Sneakers,FOO-SNE-0064,None,89,7609.50,0.05,460.40,46,94,13,0.93,0.48,City Walks,15.53
2024-03-05,10,3,Q1,Europe,France,Retail,Accessories,Backpacks,ACC-BAC-0064,Clearance,139,4509.57,0.28,906.06,74,144,14,0.93,0.47,Travel Light,3.98
2024-03-05,10,3,Q1,APAC,India,Marketplace,Apparel,Hoodies,APP-HOO-0064,BOGO,96,2474.56,0.26,1486.06,97,118,17,0.92,0.00,Back-to-School,0.67
2024-03-05,10,3,Q1,APAC,Australia,Retail,Footwear,Sandals,FOO-SAN-0064,None,112,9576.00,0.05,1258.72,30,117,15,0.98,0.73,Trail Master,6.61
2024-03-05,10,3,Q1,APAC,Australia,Marketplace,Accessories,Watches,ACC-WAT-0064,None,91,3890.25,0.05,239.14,80,96,9,0.93,0.12,Style Up,15.27
2024-03-05,10,3,Q1,LATAM,Mexico,Marketplace,Apparel,T-Shirts,APP-TSH-0064,BOGO,75,2214.52,0.16,753.44,80,87,14,0.93,0.00,Spring Refresh,1.94
2024-03-05,10,3,Q1,LATAM,Brazil,Online,Footwear,Sandals,FOO-SAN-0064,Flash,74,5047.96,0.24,1238.89,72,90,17,0.99,0.03,Run Faster,3.08
2024-03-05,10,3,Q1,LATAM,Brazil,Online,Accessories,Backpacks,ACC-BAC-0064,None,80,3420.00,0.05,341.23,55,87,14,0.91,0.31,Everyday Essentials,9.02
2024-03-06,10,3,Q1,North America,Canada,Retail,Apparel,Jackets,APP-JAC-0065,None,23,764.75,0.05,442.70,49,28,14,0.92,0.00,Summer Splash,0.73
2024-03-06,10,3,Q1,North America,Canada,Online,Footwear,Sandals,FOO-SAN-0065,None,86,7353.00,0.05,214.36,83,91,18,0.94,0.04,Run Faster,33.30
2024-03-06,10,3,Q1,North America,USA,Marketplace,Accessories,Caps,ACC-CAP-0065,None,69,2949.75,0.05,1441.63,42,83,11,0.93,0.39,Style Up,1.05
2024-03-06,10,3,Q1,Europe,UK,Marketplace,Apparel,Jackets,APP-JAC-0065,None,95,3158.75,0.05,463.86,63,109,13,0.92,0.34,Spring Refresh,5.81
2024-03-06,10,3,Q1,Europe,France,Online,Footwear,Running,FOO-RUN-0065,BOGO,104,7654.39,0.18,940.00,56,111,6,0.97,0.46,Trail Master,7.14
2024-03-06,10,3,Q1,Europe,UK,Marketplace,Accessories,Watches,ACC-WAT-0065,None,70,2992.50,0.05,996.94,43,82,18,0.92,0.39,Style Up,2.00
2024-03-06,10,3,Q1,APAC,Singapore,Marketplace,Apparel,Jackets,APP-JAC-0065,None,109,3624.25,0.05,939.20,85,114,6,0.92,0.22,Spring Refresh,2.86
2024-03-06,10,3,Q1,APAC,India,Outlet,Footwear,Running,FOO-RUN-0065,Clearance,130,8404.88,0.28,1372.91,74,158,8,0.99,0.43,Run Faster,5.12
2024-03-06,10,3,Q1,APAC,Singapore,Outlet,Accessories,Caps,ACC-CAP-0065,None,52,2223.00,0.05,469.58,26,57,7,0.96,0.50,Style Up,3.73
2024-03-06,10,3,Q1,LATAM,Chile,Marketplace,Apparel,Jackets,APP-JAC-0065,None,71,2360.75,0.05,1312.51,25,76,13,0.91,0.65,Spring Refresh,0.80
2024-03-06,10,3,Q1,LATAM,Brazil,Marketplace,Footwear,Running,FOO-RUN-0065,None,30,2565.00,0.05,912.96,85,35,19,0.91,0.00,Trail Master,1.81
2024-03-06,10,3,Q1,LATAM,Chile,Retail,Accessories,Caps,ACC-CAP-0065,BOGO,38,1463.23,0.14,361.40,36,44,7,0.96,0.05,Everyday Essentials,3.05
2024-03-07,10,3,Q1,North America,Canada,Outlet,Apparel,Jackets,APP-JAC-0066,None,42,1396.50,0.05,481.67,68,47,11,0.94,0.00,Spring Refresh,1.90
2024-03-07,10,3,Q1,North America,Canada,Online,Footwear,Sandals,FOO-SAN-0066,None,76,6498.00,0.05,268.14,74,81,17,0.97,0.03,Run Faster,23.23
2024-03-07,10,3,Q1,North America,USA,Retail,Accessories,Backpacks,ACC-BAC-0066,None,73,3120.75,0.05,236.33,77,78,11,0.96,0.00,Everyday Essentials,12.21
2024-03-07,10,3,Q1,Europe,France,Online,Apparel,T-Shirts,APP-TSH-0066,BOGO,134,4025.14,0.14,740.38,45,139,15,0.95,0.66,Spring Refresh,4.44
2024-03-07,10,3,Q1,Europe,Spain,Retail,Footwear,Sandals,FOO-SAN-0066,Flash,88,6888.81,0.13,477.91,36,93,5,0.94,0.59,Trail Master,13.41
2024-03-07,10,3,Q1,Europe,France,Marketplace,Accessories,Caps,ACC-CAP-0066,None,28,1197.00,0.05,1055.35,64,33,16,0.90,0.00,Everyday Essentials,0.13
2024-03-07,10,3,Q1,APAC,Australia,Outlet,Apparel,Hoodies,APP-HOO-0066,BOGO,39,985.35,0.28,1228.64,64,47,10,0.92,0.00,Spring Refresh,-0.20
2024-03-07,10,3,Q1,APAC,Australia,Outlet,Footwear,Sandals,FOO-SAN-0066,Loyalty,127,7645.09,0.33,1202.83,36,132,15,0.99,0.72,City Walks,5.36
2024-03-07,10,3,Q1,APAC,Australia,Online,Accessories,Backpacks,ACC-BAC-0066,None,68,2907.00,0.05,864.33,62,78,5,0.92,0.09,Style Up,2.36
2024-03-07,10,3,Q1,LATAM,Mexico,Outlet,Apparel,T-Shirts,APP-TSH-0066,None,116,3857.00,0.05,516.61,33,121,16,0.94,0.72,Spring Refresh,6.47
2024-03-07,10,3,Q1,LATAM,Brazil,Marketplace,Footwear,Sneakers,FOO-SNE-0066,None,50,4275.00,0.05,1400.43,85,55,19,0.97,0.00,Trail Master,2.05
2024-03-07,10,3,Q1,LATAM,Brazil,Outlet,Accessories,Caps,ACC-CAP-0066,None,86,3676.50,0.05,1229.31,77,91,14,0.97,0.10,Everyday Essentials,1.99
2024-03-08,10,3,Q1,North America,USA,Outlet,Apparel,Jackets,APP-JAC-0067,None,115,3823.75,0.05,270.30,60,140,12,0.95,0.48,Summer Splash,13.15
2024-03-08,10,3,Q1,North America,USA,Outlet,Footwear,Sandals,FOO-SAN-0067,None,36,3078.00,0.05,1330.83,37,41,6,0.96,0.00,Run Faster,1.31
2024-03-08,10,3,Q1,North America,USA,Retail,Accessories,Caps,ACC-CAP-0067,None,65,2778.75,0.05,859.65,54,70,14,0.92,0.17,Everyday Essentials,2.23
2024-03-08,10,3,Q1,Europe,France,Marketplace,Apparel,T-Shirts,APP-TSH-0067,None,75,2493.75,0.05,570.96,65,80,11,0.92,0.13,Summer Splash,3.37
2024-03-08,10,3,Q1,Europe,France,Outlet,Footwear,Sneakers,FOO-SNE-0067,None,104,8892.00,0.05,773.79,74,111,18,0.97,0.29,Trail Master,10.49
2024-03-08,10,3,Q1,Europe,Germany,Marketplace,Accessories,Caps,ACC-CAP-0067,None,152,6498.00,0.05,1378.39,59,157,9,0.95,0.61,Everyday Essentials,3.71
2024-03-08,10,3,Q1,APAC,Australia,Marketplace,Apparel,Hoodies,APP-HOO-0067,None,72,2394.00,0.05,687.69,32,80,15,0.91,0.56,Summer Splash,2.48
2024-03-08,10,3,Q1,APAC,India,Retail,Footwear,Sneakers,FOO-SNE-0067,Flash,32,1971.61,0.32,1149.48,50,37,18,0.98,0.00,City Walks,0.71
2024-03-08,10,3,Q1,APAC,India,Marketplace,Accessories,Backpacks,ACC-BAC-0067,None,93,3975.75,0.05,1350.50,50,116,17,0.98,0.46,Everyday Essentials,1.94
2024-03-08,10,3,Q1,LATAM,Chile,Marketplace,Apparel,T-Shirts,APP-TSH-0067,Loyalty,99,2677.05,0.23,835.21,77,112,6,0.96,0.22,Summer Splash,2.21
2024-03-08,10,3,Q1,LATAM,Brazil,Retail,Footwear,Sandals,FOO-SAN-0067,None,85,7267.50,0.05,1020.24,75,96,9,0.92,0.12,Trail Master,6.12
2024-03-08,10,3,Q1,LATAM,Chile,Retail,Accessories,Watches,ACC-WAT-0067,None,122,5215.50,0.05,1437.31,43,145,8,0.97,0.65,Style Up,2.63
2024-03-09,10,3,Q1,North America,USA,Marketplace,Apparel,Jackets,APP-JAC-0068,None,111,3690.75,0.05,1382.93,52,133,18,0.92,0.53,Summer Splash,1.67
2024-03-09,10,3,Q1,North America,Canada,Marketplace,Footwear,Sandals,FOO-SAN-0068,None,150,12825.00,0.05,1339.32,48,173,8,0.96,0.68,Trail Master,8.58
2024-03-09,10,3,Q1,North America,Canada,Outlet,Accessories,Caps,ACC-CAP-0068,Clearance,170,6295.76,0.18,1483.13,51,201,8,0.91,0.70,Style Up,3.25
2024-03-09,10,3,Q1,Europe,Spain,Marketplace,Apparel,Hoodies,APP-HOO-0068,Clearance,63,1887.26,0.14,442.32,56,68,10,0.94,0.11,Spring Refresh,3.27
2024-03-09,10,3,Q1,Europe,Germany,Retail,Footwear,Running,FOO-RUN-0068,None,149,12739.50,0.05,437.55,60,173,18,0.94,0.60,City Walks,28.12
2024-03-09,10,3,Q1,Europe,Germany,Retail,Accessories,Caps,ACC-CAP-0068,None,88,3762.00,0.05,362.09,26,93,12,0.94,0.70,Style Up,9.39
2024-03-09,10,3,Q1,APAC,India,Online,Apparel,T-Shirts,APP-TSH-0068,None,136,4522.00,0.05,957.18,59,169,11,0.95,0.57,Spring Refresh,3.72
2024-03-09,10,3,Q1,APAC,Australia,Outlet,Footwear,Running,FOO-RUN-0068,Flash,180,13215.03,0.18,758.29,81,185,15,0.99,0.55,Run Faster,16.43
2024-03-09,10,3,Q1,APAC,India,Marketplace,Accessories,Backpacks,ACC-BAC-0068,None,84,3591.00,0.05,1335.00,35,99,19,0.98,0.58,Travel Light,1.69
2024-03-09,10,3,Q1,LATAM,Brazil,Retail,Apparel,Jackets,APP-JAC-0068,None,113,3757.25,0.05,563.31,88,129,12,0.93,0.22,Back-to-School,5.67
2024-03-09,10,3,Q1,LATAM,Chile,Marketplace,Footwear,Sandals,FOO-SAN-0068,None,57,4873.50,0.05,204.07,87,64,15,0.90,0.00,Trail Master,22.88
2024-03-09,10,3,Q1,LATAM,Brazil,Outlet,Accessories,Caps,ACC-CAP-0068,Clearance,151,5292.39,0.22,1160.97,68,177,18,0.98,0.55,Travel Light,3.56
2024-03-10,10,3,Q1,North America,Canada,Online,Apparel,Jackets,APP-JAC-0069,Clearance,116,3456.00,0.15,386.11,65,125,6,0.91,0.44,Spring Refresh,7.95
2024-03-10,10,3,Q1,North America,Canada,Marketplace,Footwear,Running,FOO-RUN-0069,None,34,2907.00,0.05,826.82,40,39,11,0.92,0.00,City Walks,2.52
2024-03-10,10,3,Q1,North America,USA,Online,Accessories,Watches,ACC-WAT-0069,None,40,1710.00,0.05,1407.70,49,45,13,0.92,0.00,Travel Light,0.21
2024-03-10,10,3,Q1,Europe,Germany,Marketplace,Apparel,Jackets,APP-JAC-0069,Loyalty,126,3819.33,0.13,894.91,44,145,15,0.98,0.65,Back-to-School,3.27
2024-03-10,10,3,Q1,Europe,Spain,Online,Footwear,Sandals,FOO-SAN-0069,Clearance,133,8549.67,0.29,1142.54,87,150,18,0.97,0.35,Run Faster,6.48
2024-03-10,10,3,Q1,Europe,Germany,Online,Accessories,Backpacks,ACC-BAC-0069,None,31,1325.25,0.05,642.31,37,36,8,0.95,0.00,Everyday Essentials,1.06
2024-03-10,10,3,Q1,APAC,India,Marketplace,Apparel,Hoodies,APP-HOO-0069,None,59,1961.75,0.05,280.45,79,64,17,0.99,0.00,Summer Splash,6.00
2024-03-10,10,3,Q1,APAC,Singapore,Retail,Footwear,Running,FOO-RUN-0069,None,33,2821.50,0.05,713.91,54,38,15,0.91,0.00,Trail Master,2.95
2024-03-10,10,3,Q1,APAC,Singapore,Marketplace,Accessories,Caps,ACC-CAP-0069,Clearance,115,4290.86,0.17,1171.18,94,137,6,0.95,0.18,Travel Light,2.66
2024-03-10,10,3,Q1,LATAM,Chile,Online,Apparel,Jackets,APP-JAC-0069,None,93,3092.25,0.05,821.77,68,110,14,0.96,0.27,Summer Splash,2.76
2024-03-10,10,3,Q1,LATAM,Chile,Outlet,Footwear,Sneakers,FOO-SNE-0069,None,46,3933.00,0.05,1302.49,44,56,6,0.98,0.04,Run Faster,2.02
2024-03-10,10,3,Q1,LATAM,Chile,Marketplace,Accessories,Backpacks,ACC-BAC-0069,None,40,1710.00,0.05,1488.38,46,45,18,0.96,0.00,Travel Light,0.15
2024-03-11,11,3,Q1,North America,Canada,Marketplace,Apparel,Hoodies,APP-HOO-0070,None,56,1862.00,0.05,1105.29,79,61,17,0.91,0.00,Summer Splash,0.69
2024-03-11,11,3,Q1,North America,Canada,Online,Footwear,Sandals,FOO-SAN-0070,BOGO,93,6163.18,0.26,950.30,55,98,14,0.98,0.41,Run Faster,5.49
2024-03-11,11,3,Q1,North America,USA,Retail,Accessories,Caps,ACC-CAP-0070,Clearance,79,2554.31,0.28,948.39,84,89,9,0.93,0.00,Travel Light,1.69
2024-03-11,11,3,Q1,Europe,Germany,Retail,Apparel,Jackets,APP-JAC-0070,Flash,78,1792.14,0.34,433.52,57,83,15,0.95,0.27,Spring Refresh,3.13
2024-03-11,11,3,Q1,Europe,Germany,Marketplace,Footwear,Sandals,FOO-SAN-0070,None,50,4275.00,0.05,715.64,63,55,10,0.96,0.00,Trail Master,4.97
2024-03-11,11,3,Q1,Europe,Spain,Online,Accessories,Watches,ACC-WAT-0070,BOGO,66,2203.49,0.26,778.65,32,71,7,0.91,0.52,Style Up,1.83
2024-03-11,11,3,Q1,APAC,Australia,Retail,Apparel,Jackets,APP-JAC-0070,None,55,1828.75,0.05,1101.84,62,60,10,0.94,0.00,Back-to-School,0.66
2024-03-11,11,3,Q1,APAC,Singapore,Marketplace,Footwear,Sandals,FOO-SAN-0070,None,32,2736.00,0.05,622.80,80,37,10,0.94,0.00,City Walks,3.39
2024-03-11,11,3,Q1,APAC,Australia,Marketplace,Accessories,Caps,ACC-CAP-0070,None,28,1197.00,0.05,874.57,70,33,8,0.97,0.00,Everyday Essentials,0.37
2024-03-11,11,3,Q1,LATAM,Chile,Online,Apparel,Jackets,APP-JAC-0070,None,108,3591.00,0.05,433.92,81,118,15,0.91,0.25,Spring Refresh,7.28
2024-03-11,11,3,Q1,LATAM,Brazil,Retail,Footwear,Sandals,FOO-SAN-0070,Clearance,109,8199.29,0.16,1178.99,32,114,14,0.93,0.71,City Walks,5.96
2024-03-11,11,3,Q1,LATAM,Chile,Marketplace,Accessories,Caps,ACC-CAP-0070,Loyalty,24,904.95,0.16,260.02,82,29,14,0.96,0.00,Travel Light,2.48
2024-03-12,11,3,Q1,North America,Canada,Marketplace,Apparel,T-Shirts,APP-TSH-0071,Clearance,116,3107.72,0.23,472.79,77,121,6,0.92,0.34,Spring Refresh,5.57
2024-03-12,11,3,Q1,North America,USA,Outlet,Footwear,Sneakers,FOO-SNE-0071,Flash,44,2967.88,0.25,480.85,33,49,18,0.91,0.25,Trail Master,5.17
2024-03-12,11,3,Q1,North America,USA,Marketplace,Accessories,Backpacks,ACC-BAC-0071,Clearance,85,3006.39,0.21,1428.16,91,96,9,0.95,0.00,Everyday Essentials,1.10
2024-03-12,11,3,Q1,Europe,France,Outlet,Apparel,Jackets,APP-JAC-0071,Loyalty,133,3756.42,0.19,1054.51,82,157,10,0.94,0.38,Spring Refresh,2.56
2024-03-12,11,3,Q1,Europe,France,Marketplace,Footwear,Running,FOO-RUN-0071,None,29,2479.50,0.05,551.16,68,34,18,0.91,0.00,City Walks,3.50
2024-03-12,11,3,Q1,Europe,UK,Outlet,Accessories,Caps,ACC-CAP-0071,Flash,45,1382.64,0.32,493.50,49,50,12,0.93,0.00,Everyday Essentials,1.80
2024-03-12,11,3,Q1,APAC,Japan,Retail,Apparel,T-Shirts,APP-TSH-0071,None,95,3158.75,0.05,1267.75,59,101,16,0.96,0.38,Summer Splash,1.49
2024-03-12,11,3,Q1,APAC,India,Outlet,Footwear,Sandals,FOO-SAN-0071,Clearance,49,3618.41,0.18,1177.43,76,54,17,0.94,0.00,Run Faster,2.07
2024-03-12,11,3,Q1,APAC,Singapore,Online,Accessories,Backpacks,ACC-BAC-0071,Clearance,124,4845.72,0.13,692.44,42,143,16,0.96,0.66,Everyday Essentials,6.00
2024-03-12,11,3,Q1,LATAM,Brazil,Marketplace,Apparel,Jackets,APP-JAC-0071,Clearance,91,2081.20,0.35,1238.01,43,97,18,0.95,0.53,Back-to-School,0.68
2024-03-12,11,3,Q1,LATAM,Brazil,Outlet,Footwear,Sneakers,FOO-SNE-0071,Clearance,70,5029.74,0.20,606.56,30,75,7,0.97,0.57,Run Faster,7.29
2024-03-12,11,3,Q1,LATAM,Mexico,Online,Accessories,Caps,ACC-CAP-0071,None,90,3847.50,0.05,1408.47,36,106,18,0.96,0.60,Style Up,1.73
2024-03-13,11,3,Q1,North America,USA,Marketplace,Apparel,T-Shirts,APP-TSH-0072,None,71,2360.75,0.05,218.07,78,76,5,0.96,0.00,Back-to-School,9.83
2024-03-13,11,3,Q1,North America,USA,Outlet,Footwear,Sandals,FOO-SAN-0072,None,97,8293.50,0.05,783.25,84,102,12,0.92,0.13,Trail Master,9.59
2024-03-13,11,3,Q1,North America,Canada,Outlet,Accessories,Caps,ACC-CAP-0072,Loyalty,99,3587.28,0.19,685.27,83,104,12,0.97,0.16,Everyday Essentials,4.24
2024-03-13,11,3,Q1,Europe,UK,Outlet,Apparel,Hoodies,APP-HOO-0072,None,47,1562.75,0.05,202.90,50,52,11,0.98,0.00,Back-to-School,6.70
2024-03-13,11,3,Q1,Europe,Spain,Online,Footwear,Sandals,FOO-SAN-0072,Flash,32,2335.86,0.19,1000.19,47,37,8,0.90,0.00,City Walks,1.33
2024-03-13,11,3,Q1,Europe,Germany,Marketplace,Accessories,Caps,ACC-CAP-0072,None,75,3206.25,0.05,839.66,57,80,9,0.94,0.24,Travel Light,2.82
2024-03-13,11,3,Q1,APAC,Japan,Retail,Apparel,T-Shirts,APP-TSH-0072,BOGO,57,1560.74,0.22,686.60,82,62,10,0.95,0.00,Summer Splash,1.27
2024-03-13,11,3,Q1,APAC,Australia,Marketplace,Footwear,Sneakers,FOO-SNE-0072,Clearance,48,3736.94,0.13,1171.22,81,53,11,0.91,0.00,Trail Master,2.19
2024-03-13,11,3,Q1,APAC,Japan,Retail,Accessories,Caps,ACC-CAP-0072,None,24,1026.00,0.05,408.41,55,29,13,0.91,0.00,Travel Light,1.51
2024-03-13,11,3,Q1,LATAM,Chile,Marketplace,Apparel,Jackets,APP-JAC-0072,BOGO,43,1232.26,0.18,1193.71,60,51,17,0.91,0.00,Spring Refresh,0.03
2024-03-13,11,3,Q1,LATAM,Chile,Retail,Footwear,Sneakers,FOO-SNE-0072,None,21,1795.50,0.05,1197.60,68,26,15,0.94,0.00,City Walks,0.50
2024-03-13,11,3,Q1,LATAM,Mexico,Online,Accessories,Watches,ACC-WAT-0072,None,56,2394.00,0.05,831.71,44,65,9,0.97,0.21,Everyday Essentials,1.88
2024-03-14,11,3,Q1,North America,Canada,Outlet,Apparel,T-Shirts,APP-TSH-0073,BOGO,130,3813.63,0.16,1266.79,70,135,8,0.96,0.46,Back-to-School,2.01
2024-03-14,11,3,Q1,North America,USA,Retail,Footwear,Sandals,FOO-SAN-0073,None,49,4189.50,0.05,356.60,42,54,11,0.98,0.14,Trail Master,10.75
2024-03-14,11,3,Q1,North America,USA,Retail,Accessories,Caps,ACC-CAP-0073,None,68,2907.00,0.05,729.49,65,73,12,0.92,0.04,Travel Light,2.98
2024-03-14,11,3,Q1,Europe,Germany,Online,Apparel,Hoodies,APP-HOO-0073,None,58,1928.50,0.05,343.07,85,63,16,0.96,0.00,Spring Refresh,4.62
2024-03-14,11,3,Q1,Europe,Germany,Online,Footwear,Running,FOO-RUN-0073,None,26,2223.00,0.05,1058.56,43,31,20,0.93,0.00,City Walks,1.10
2024-03-14,11,3,Q1,Europe,Spain,Marketplace,Accessories,Caps,ACC-CAP-0073,None,66,2821.50,0.05,634.57,67,71,5,0.96,0.00,Everyday Essentials,3.45
2024-03-14,11,3,Q1,APAC,Japan,Outlet,Apparel,Hoodies,APP-HOO-0073,Clearance,138,3406.59,0.29,887.52,66,143,13,0.92,0.52,Summer Splash,2.84
2024-03-14,11,3,Q1,APAC,India,Online,Footwear,Sneakers,FOO-SNE-0073,None,25,2137.50,0.05,962.53,66,30,11,0.92,0.00,Trail Master,1.22
2024-03-14,11,3,Q1,APAC,Japan,Online,Accessories,Caps,ACC-CAP-0073,Flash,69,2231.45,0.28,1486.54,71,74,9,0.90,0.00,Everyday Essentials,0.50
2024-03-14,11,3,Q1,LATAM,Chile,Outlet,Apparel,Hoodies,APP-HOO-0073,Flash,76,1798.88,0.32,783.03,89,87,18,0.91,0.00,Summer Splash,1.30
2024-03-14,11,3,Q1,LATAM,Mexico,Online,Footwear,Sandals,FOO-SAN-0073,None,109,9319.50,0.05,1457.73,61,114,6,0.97,0.44,City Walks,5.39
2024-03-14,11,3,Q1,LATAM,Chile,Marketplace,Accessories,Caps,ACC-CAP-0073,None,85,3633.75,0.05,1463.00,73,90,17,0.95,0.14,Travel Light,1.48
